X,Y,OBJECTID,STNCODE,STNNAME,CITY2,STATE,STFIPS
-121.845861000107874,39.723259000085733,301,CIC,"Chico, California",Chico,CA,06
-78.280098999757072,35.532785999938064,302,SSM,"Selma, North Carolina",Selma-Smithfield,NC,37
-75.753513000344682,39.669685999790893,303,NRK,"Newark, Delaware",Newark,DE,10
-83.292325000109145,42.63277099991641,304,PNT,"Pontiac, Michigan",Pontiac,MI,26
-90.505331000029855,43.986006999750444,305,TOH,"Tomah, Wisconsin",Tomah,WI,55
-117.369988000245868,33.975669999685884,306,RIV,"Riverside, California",Riverside-Downtown,CA,06
-86.484484000008848,42.109079999837682,307,SJM,"St. Joseph, Michigan",St. Joseph-Benton Harbor,MI,26
-83.982319999660831,42.909495000281588,308,DRD,"Durand, Michigan",Durand,MI,26
-81.640470999613569,29.649733999972486,309,PAK,"Palatka, Florida",Palatka,FL,12
-120.57340999992276,34.962926999678103,310,GUA,"Guadalupe, California",Guadalupe,CA,06
-79.829025999613762,33.663882000286428,311,KTR,"Kingstree, South Carolina",Kingstree,SC,45
-90.462168999685076,30.507179999961544,312,HMD,"Hammond, Louisiana",Hammond,LA,22
-92.414929000210819,41.018815000118494,313,OTM,"Ottumwa, Iowa",Ottumwa,IA,19
-87.871544999836303,41.815633999724682,314,LAG,"La Grange, Illinois",LaGrange Road,IL,17
-120.687859999731486,35.622683000096217,315,PRB,"Paso Robles, California",Paso Robles,CA,06
-82.413485999833085,34.858255999875503,316,GRV,"Greenville, South Carolina",Greenville,SC,45
-84.537061000180501,39.10992700012757,317,CIN,"Cincinnati, Ohio",Cincinnati,OH,39
-117.31065899996986,34.104112000347939,318,SNB,"San Bernardino (Amtrak Station), California",San Bernardino,CA,06
-109.678352000130985,48.554464999922516,319,HAV,"Havre, Montana",Havre,MT,30
-97.44301299979935,35.219962999951179,320,NOR,"Norman, Oklahoma",Norman,OK,40
-92.493383999759999,40.02921999970669,321,LAP,"La Plata, Missouri",La Plata,MO,29
-78.758000000030194,39.650627999745979,322,CUM,"Cumberland, Maryland",Cumberland,MD,24
-94.149092999923127,45.567748000221023,323,SCD,"St. Cloud, Minnesota",St. Cloud,MN,27
-70.102358000289541,43.855034999776656,324,FRE,"Freeport, ME",Freeport,ME,23
-105.879968000286553,35.480972999659059,325,LMY,"Lamy, New Mexico",Lamy,NM,35
-122.393370000245014,40.583594999849595,326,RDD,"Redding (Amtrak Station), California",Redding,CA,06
-112.047137000142271,33.056284000111106,327,MRC,"Maricopa, Arizona",Maricopa,AZ,04
-87.809741999741945,41.794911999900407,328,SMT,"Summit, Illinois",Summit,IL,17
-77.961013999934679,39.458660999759807,329,MRB,"Martinsburg, West Virginia",Martinsburg,WV,54
-111.856648999802971,48.506747999978941,330,SBY,"Shelby, Montana",Shelby,MT,30
-80.846900999692792,32.688286000049764,331,YEM,"Yemassee, South Carolina",Yemassee,SC,45
-82.439734999708833,38.415819999880014,332,HUN,"Huntington, West Virginia",Huntington,WV,54
-87.560227999973634,33.19316500022402,333,TCL,"Tuscaloosa, Alabama",Tuscaloosa,AL,01
-121.781594000240929,43.216783999958906,334,CMO,"Chemult, Oregon",Chemult,OR,41
-74.219499999718224,42.953718999821,335,AMS,"Amsterdam, New York",Amsterdam,NY,36
-95.664915999988409,39.051414999812565,336,TOP,"Topeka, Kansas",Topeka,KS,20
-88.696568000260854,32.364165999816592,337,MEI,"Meridian, Mississippi",Meridian,MS,28
-89.889276000035693,39.279294999917084,338,CRV,"Carlinville, Illinois",Carlinville,IL,17
-81.882172999939513,31.605588999629536,339,JSP,"Jesup, Georgia",Jesup,GA,13
-73.580550000098768,43.269602999868972,340,FED,"Fort Edward-Glens Falls, New York",Fort Edward-Glens Falls,NY,36
-77.247851999872793,38.658914999759261,341,WDB,"Woodbridge, Virginia",Woodbridge,VA,51
-114.052816000368978,35.188278999928677,342,KNG,"Kingman, Arizona",Kingman,AZ,04
-93.228705999678311,38.711604000007974,343,SED,"Sedalia, Missouri",Sedalia,MO,29
-81.638493999912683,38.346367999788562,344,CHW,"Charleston, West Virginia",Charleston,WV,54
-82.717865999764314,41.440670999776458,345,SKY,"Sandusky, Ohio",Sandusky,OH,39
-89.286463000067712,31.326920999930714,346,HBG,"Hattiesburg, Mississippi",Hattiesburg,MS,28
-77.580047000375217,40.588309000083861,347,LEW,"Lewistown, Pennsylvania",Lewistown,PA,42
-83.306153999766167,43.049519999979474,348,LPE,"Lapeer, Michigan",Lapeer,MI,26
-88.430706999737936,41.08985399984202,349,DWT,"Dwight, Illinois",Dwight,IL,17
-72.825220999751949,41.456969000156967,350,WFD,"Wallingford, Connecticut",Wallingford,CT,09
-91.101951000056062,40.805787999767851,351,BRL,"Burlington, Iowa",Burlington,IA,19
-75.449960000243806,43.1994250003006,352,ROM,"Rome, New York",Rome,NY,36
-72.642252999675264,41.85201299987289,353,WND,"Windsor, Connecticut",Windsor,CT,09
-105.817387999692272,39.947566000083079,354,WIP,"Winter Park/Fraser, Colorado",Fraser-Winter Park,CO,08
-89.240253999619171,38.012327999877158,355,DQN,"Du Quoin, Illinois",Du Quoin,IL,17
-121.271887000184947,38.133200999956912,356,LOD,"Lodi, California",Lodi,CA,06
-95.230538999560011,38.971166000263111,357,LRC,"Lawrence, Kansas",Lawrence,KS,20
-92.537065999788467,44.566213999846056,358,RDW,"Red Wing, Minnesota",Red Wing,MN,27
-112.190106000328896,35.251949999942966,359,WMJ,"Williams Junction, Arizona",Williams Junction,AZ,04
-114.60463499956002,34.839963999977776,360,NDL,"Needles, California",Needles,CA,06
-94.366995000077324,32.551548999693019,361,MHL,"Marshall, Texas",Marshall,TX,48
-94.429711000215732,39.086917000241847,362,IDP,"Independence, Missouri",Independence,MO,29
-120.605000999620458,34.682704000194818,363,LPS,"Lompoc-Surf, California",Lompoc-Surf,CA,06
-120.643965000166034,47.606493000156654,364,LWA,"Leavenworth, WA",Leavenworth,WA,53
-74.446265000349399,40.496521999883591,365,NBK,"New Brunswick, New Jersey",New Brunswick,NJ,34
-73.253800000248802,42.451557999994826,366,PIT,"Pittsfield, Massachusetts",Pittsfield,MA,25
-89.467626999797574,43.547078999905921,367,POG,"Portage, Wisconsin",Portage,WI,55
-72.606393999858128,44.255748999716516,368,MPR,"Montpelier, Vermont",Montpelier-Berlin,VT,50
-79.37230099990623,34.417647000275259,369,DIL,"Dillon, South Carolina",Dillon,SC,45
-117.293204000075832,33.047109000035121,370,ENC,"Encinitas, CA",Encinitas,CA,06
-115.750530000435333,40.836482999960225,371,ELK,"Elko, Nevada",Elko,NV,32
-116.545583000312604,48.276234000153693,372,SPT,"Sandpoint, Idaho",Sandpoint,ID,16
-100.8732560001839,37.964365000286534,373,GCK,"Garden City, Kansas",Garden City,KS,20
-77.731078000249468,39.324452000160399,374,HFY,"Harpers Ferry, West Virginia",Harpers Ferry,WV,54
-80.892232000257366,37.675036999928494,375,HIN,"Hinton, West Virginia",Hinton,WV,54
-117.350729999829923,33.160989000124331,376,CBV,"Carlsbad Village, CA",Carlsbad Village,CA,06
-97.125509999667614,34.172464999671,377,ADM,"Ardmore, Oklahoma",Ardmore,OK,40
-79.383967999914447,36.584089999878628,378,DAN,"Danville, Virginia",Danville,VA,51
-79.390303000146432,35.175068999822152,379,SOP,"Southern Pines, North Carolina",Southern Pines,NC,37
-117.31874300029709,33.109247999782596,380,POI,"Carlsbad Poinsettia, CA",Carlsbad Poinsettia,CA,06
-103.543575999688997,37.988249000330534,381,LAJ,"La Junta, Colorado",La Junta,CO,08
-97.941048999649155,29.876571000347269,382,SMC,"San Marcos, Texas",San Marcos,TX,48
-92.014519000287493,30.226547999863914,383,LFT,"Lafayette, Louisiana",Lafayette,LA,22
-117.292956000378723,34.537200000078187,384,VRV,"Victorville, California",Victorville,CA,06
-91.336983000414264,40.622590999747217,385,FMD,"Fort Madison, Iowa",Fort Madison,IA,19
-88.538272000392112,41.662383999887105,386,PLO,"Plano, Illinois",Plano,IL,17
-97.140895999799255,33.625158999818943,387,GLE,"Gainesville, Texas",Gainesville,TX,48
-120.952912999792318,39.098873999702761,388,COX,"Colfax, California",Colfax,CA,06
-113.979163999793215,48.496217999989064,389,WGL,"West Glacier, Montana",West Glacier,MT,30
-79.071775999642554,38.147639000018302,390,STA,"Staunton, Virginia",Staunton,VA,51
-77.298789999674938,38.797270999959935,391,BCV,"Burke Centre, VA",Burke Centre,VA,51
-94.043082000268853,33.420066999842618,392,TXA,"Texarkana, Arkansas",Texarkana,AR,05
-71.794811999651387,42.261477999749403,393,WOR,"Worcester, Massachusetts",Worcester,MA,25
-94.795331000001624,46.354601000174689,394,SPL,"Staples, Minnesota",Staples,MN,27
-95.489099999928314,32.662048999785199,395,MIN,"Mineola, Texas",Mineola,TX,48
-81.951873999689923,28.045603000337614,396,LAK,"Lakeland, Florida",Lakeland,FL,12
-78.011780000207651,40.483664999683285,397,HGD,"Huntingdon, Pennsylvania",Huntingdon,PA,42
-82.09668499985824,41.370033000285474,398,ELY,"Elyria, Ohio",Elyria,OH,39
-89.782564999874353,30.278372000109297,399,SDL,"Slidell, Louisiana",Slidell,LA,22
-122.270586999688689,41.21112699994022,400,DUN,"Dunsmuir (Amtrak Station), California",Dunsmuir,CA,06
-87.506510999856332,41.691154999820391,401,HMI,"Hammond-Whiting, Indiana",Hammond-Whiting,IN,18
-72.600764999980967,42.585457999990666,402,GFD,"Greenfield, MA",Greenfield,MA,25
-84.551798999683641,41.480318999738991,403,BYN,"Bryan, Ohio",Bryan,OH,39
-104.507981000421239,37.172688000034753,404,TRI,"Trinidad, Colorado",Trinidad,CO,08
-86.899187000094699,40.044705000134883,405,CRF,"Crawfordsville (Amtrak), Indiana",Crawfordsville,IN,18
-90.451334000428389,31.244466999805091,406,MCB,"McComb, Mississippi",McComb,MS,28
-105.642735999746407,48.091671999949817,407,WPT,"Wolf Point, Montana",Wolf Point,MT,30
-88.159125999999603,40.310904999916708,408,RTL,"Rantoul, Illinois",Rantoul,IL,17
-73.451772999792311,44.187288000270385,409,WSP,"Westport, New York",Westport,NY,36
-77.145994999636827,39.084547000170126,410,RKV,"Rockville, Maryland",Rockville,MD,24
-111.664001000363015,40.225956999843113,411,PRO,"Provo, Utah",Provo,UT,49
-97.407763000252672,30.567666999809603,412,TAY,"Taylor, Texas",Taylor,TX,48
-72.751805999900952,44.335010999957881,413,WAB,"Waterbury, Vermont",Waterbury-Stowe,VT,50
-80.304003999631661,37.786443000107447,414,WSS,"White Sulphur Springs, West Virginia",White Sulphur Springs,WV,54
-97.404756000331858,31.443352000318527,415,MCG,"McGregor, Texas",McGregor,TX,48
-81.092903999750121,40.921274999693978,416,ALC,"Alliance, Ohio",Alliance,OH,39
-117.649568999747544,34.061671999704551,417,ONA,"Ontario, California",Ontario,CA,06
-102.389378999824842,48.319812999709782,418,STN,"Stanley, North Dakota",Stanley,ND,38
-98.387534000126749,40.584276000058026,419,HAS,"Hastings, Nebraska",Hastings,NE,31
-83.819693999748409,34.288896999799597,420,GNS,"Gainesville, Georgia",Gainesville,GA,13
-79.5928130003212,40.020281999719401,421,COV,"Connellsville, Pennsylvania",Connellsville,PA,42
-122.349935000088749,48.242638000045304,422,STW,"Stanwood, WA",Stanwood,WA,53
-115.548889999748653,48.394841999716085,423,LIB,"Libby, Montana",Libby,MT,30
-103.66151299981756,30.357302000043013,424,ALP,"Alpine, Texas",Alpine,TX,48
-95.845997999702504,46.819692000224109,425,DLK,"Detroit Lakes, Minnesota",Detroit Lakes,MN,27
-100.016960999903858,37.752305999979207,426,DDG,"Dodge City, Kansas",Dodge City,KS,20
-85.832145000050104,33.649112000136924,427,ATN,"Anniston, Alabama",Anniston,AL,01
-105.212778999773363,35.593432000019114,428,LSV,"Las Vegas, New Mexico",Las Vegas,NM,35
-90.39334099979574,36.753995000230439,429,PBF,"Poplar Bluff, Missouri",Poplar Bluff,MO,29
-106.636188000037819,48.194853999995878,430,GGW,"Glasgow, Montana",Glasgow,MT,30
-79.699218000160755,34.883663000081391,431,HAM,"Hamlet, North Carolina",Hamlet,NC,37
-97.931522000446748,38.055712000020932,432,HUT,"Hutchinson, Kansas",Hutchinson,KS,20
-105.935503000096077,40.084187999980678,433,GRA,"Granby, Colorado",Granby,CO,08
-79.385082999624885,40.317405000334119,434,LAB,"Latrobe, Pennsylvania",Latrobe,PA,42
-114.61557099999736,32.723139000037378,435,YUM,"Yuma, Arizona",Yuma,AZ,04
-110.694981000080006,35.021666000313687,436,WLO,"Winslow, Arizona",Winslow,AZ,04
-72.444597000324165,43.136540000146177,437,BLF,"Bellows Falls, Vermont",Bellows Falls,VT,50
-73.171336999972894,43.613381999697538,438,CNV,"Castleton, VT",Castleton,VT,50
-97.218459999943988,34.741734999634104,439,PVL,"Pauls Valley, Oklahoma",Pauls Valley,OK,40
-90.441070000010683,31.582961000111748,440,BRH,"Brookhaven, Mississippi",Brookhaven,MS,28
-98.861372000319847,48.11046800006384,441,DVL,"Devils Lake, North Dakota",Devils Lake,ND,38
-80.830811999579353,27.251867000214002,442,OKE,"Okeechobee, Florida",Okeechobee,FL,12
-99.997556000073132,48.369845999713263,443,RUG,"Rugby, North Dakota",Rugby,ND,38
-86.109040999846243,41.98094100007323,444,DOA,"Dowagiac, Michigan",Dowagiac,MI,26
-117.732210000298679,40.969044000031573,445,WNN,"Winnemucca, Nevada",Winnemucca,NV,32
-86.11164600008415,42.314519000308692,446,BAM,"Bangor, Michigan",Bangor,MI,26
-94.361617000270329,41.05691999985801,447,CRN,"Creston, Iowa",Creston,IA,19
-97.382332999811339,32.349742999670596,448,CBR,"Cleburne, Texas",Cleburne,TX,48
-107.872242000280465,48.36047700013912,449,MAL,"Malta, Montana",Malta,MT,30
-90.415230000388874,32.848477000328401,450,YAZ,"Yazoo City, Mississippi",Yazoo City,MS,28
-81.936916999903687,34.953735999737994,451,SPB,"Spartanburg, South Carolina",Spartanburg,SC,45
-88.888772000185114,36.525704000237553,452,FTN,"Fulton, Kentucky",Fulton,KY,21
-121.468729999949403,45.71502000017724,453,BNG,"Bingen-White Salmon, Washington",Bingen-White Salmon,WA,53
-89.262263999687789,36.112710999652485,454,NBN,"Newbern-Dyersburg, Tennessee",Newbern-Dyersburg,TN,47
-89.127932999847246,31.692167999933233,455,LAU,"Laurel, Mississippi",Laurel,MS,28
-86.905385000059326,41.721102999844419,456,MCI,"Michigan City, Indiana",Michigan City,IN,18
-103.802818000297776,40.247169000020037,457,FMG,"Fort Morgan, Colorado",Fort Morgan,CO,08
-93.217037000020284,30.238126000173057,458,LCH,"Lake Charles, Louisiana",Lake Charles,LA,22
-119.549266999558895,47.320948000192466,459,EPH,"Ephrata, Washington",Ephrata,WA,53
-81.143634999862996,33.326183999718836,460,DNK,"Denmark, South Carolina",Denmark,SC,45
-80.625189999901778,34.248156999877445,461,CAM,"Camden, South Carolina",Camden,SC,45
-73.086190999641275,44.812360000051513,462,SAB,"St. Albans, Vermont",St. Albans,VT,50
-90.956765999793944,36.067660000359034,463,WNR,"Walnut Ridge, Arkansas",Walnut Ridge,AR,05
-94.127367000434958,30.07645799994626,464,BMT,"Beaumont, Texas",Beaumont,TX,48
-117.025435000347358,34.904820000316349,465,BAR,"Barstow (Amtrak), California",Barstow,CA,06
-82.832501000419285,34.691114999895326,466,CSN,"Clemson, South Carolina",Clemson,SC,45
-87.518075999757315,41.515413000159143,467,DYE,"Dyer, Indiana",Dyer,IN,18
-78.240469999762865,40.667704999678108,468,TYR,"Tyrone, Pennsylvania",Tyrone,PA,42
-100.625791999911414,40.19763400007816,469,MCK,"McCook, Nebraska",McCook,NE,31
-116.547913000190903,33.897491000337986,470,PSN,"Palm Springs (Train), California",Palm Springs,CA,06
-113.610942000142501,48.275543000139109,471,ESM,"Essex, Montana",Essex,MT,30
-74.952187000159725,40.0716629997955,472,CWH,"Cornwells Heights, Pennsylvania",Cornwells Heights,PA,42
-81.060693999736202,37.856594000258795,473,PRC,"Prince, West Virginia (Beckley)",Prince,WV,54
-110.165228000135798,38.992039000116456,474,GRI,"Green River, Utah",Green River,UT,49
-112.331584000163176,48.638363999974274,475,CUT,"Cut Bank, Montana",Cut Bank,MT,30
-87.998055000013636,40.75254699972411,476,GLM,"Gilman, Illinois",Gilman,IL,17
-83.331542000374696,34.578456000299248,477,TCA,"Toccoa, Georgia",Toccoa,GA,13
-72.377644000028454,43.368330000143473,478,CLA,"Claremont, New Hampshire",Claremont,NH,33
-89.680259999924715,30.524605999867884,479,PIC,"Picayune, Mississippi",Picayune,MS,28
-79.82736299973223,37.814521000146108,480,CLF,"Clifton Forge, Virginia",Clifton Forge,VA,51
-73.458753000279756,44.042296999804364,481,POH,"Port Henry, New York",Port Henry,NY,36
-82.639602999835759,38.480874999711858,482,AKY,"Ashland, Kentucky",Ashland,KY,21
-83.771074000129005,38.652147999833161,483,MAY,"Maysville,  Kentucky",Maysville,KY,21
-73.389680999992962,43.853788000256074,484,FTC,"Ticonderoga, New York",Ticonderoga,NY,36
-99.371240999859239,40.435926000283779,485,HLD,"Holdrege, Nebraska",Holdrege,NE,31
-110.853893999716803,39.684036000269046,486,HER,"Helper, Utah",Helper,UT,49
-110.29690400040802,31.968758000312796,487,BEN,"Benson, Arizona",Benson,AZ,04
-87.155120999585478,40.943280999961893,488,REN,"Rensselaer, Indiana",Rensselaer,IN,18
-72.665458999645182,43.922398000195024,489,RPH,"Randolph, Vermont",Randolph,VT,50
-100.902661999768284,29.36220200037646,490,DRT,"Del Rio, Texas",Del Rio,TX,48
-71.420033000010832,42.275993000300168,491,FRA,"Framingham, Massachusetts",Framingham,MA,25
-102.618573999893442,38.089623000254825,492,LMR,"Lamar, Colorado",Lamar,CO,08
-91.823809000190337,30.008415000317783,493,NIB,"New Iberia, Louisiana",New Iberia,LA,22
-73.403206999701283,43.554693999946295,494,WHL,"Whitehall, New York",Whitehall,NY,36
-92.81401799966109,34.365483999915803,495,MVN,"Malvern, Arkansas",Malvern,AR,05
-117.750620999894466,34.059224000100521,496,POS,"Pomona (Sunset Ltd), California",Pomona,CA,06
-97.357416000279329,35.012033000310474,497,PUR,"Purcell, Oklahoma",Purcell,OK,40
-93.592246999656069,33.668912999634905,498,HOP,"Hope, AR",Hope,AR,05
-84.755813999556167,42.247196000219219,499,ALI,"Albion, Michigan",Albion,MI,26
-113.013151000329358,48.534067000215131,500,BRO,"Browning, Montana",Browning,MT,30
-90.394346999726224,31.86132000029226,501,HAZ,"Hazlehurst, Mississippi",Hazlehurst,MS,28
-90.815246000126876,29.746677999830094,502,SCH,"Schriever, Louisiana",Schriever,LA,22
-107.754346000159771,32.271769999627715,503,DEM,"Deming, New Mexico",Deming,NM,35
-81.16236600002425,35.269185999653637,504,GAS,"Gastonia, North Carolina",Gastonia,NC,37
-120.966142000298021,45.657669000037295,505,WIH,"Wishram, Washington",Wishram,WA,53
-73.371092999946839,44.99486999976957,506,RSP,"Rouses Point, New York",Rouses Point,NY,36
-75.155114000086002,39.996779999925202,507,PHN,"Philadelphia (North), Pennsylvania",North Philadelphia,PA,42
-72.602309000036797,42.204156000246691,508,HLK,"Holyoke, Massachusetts",Holyoke,MA,25
-93.05328399980354,34.113918999937454,509,ARK,"Arkadelphia, Arkansas",Arkadelphia,AR,05
-72.384958000426749,43.479907999899503,510,WNM,"Windsor, Vermont",Windsor-Mt. Ascutney,VT,50
-82.96375099982086,38.721281000063016,511,SPM,"South Shore-South Portsmouth, Kentucky",South Portsmouth,KY,21
-81.32403000038714,38.180743000140879,512,MNG,"Montgomery, West Virginia",Montgomery,WV,54
-85.133379999907831,39.64596899984025,513,COI,"Connersville, Indiana",Connersville,IN,18
-108.707025000434243,32.350069999931371,514,LDB,"Lordsburg, New Mexico",Lordsburg,NM,35
-73.403535999589252,44.524078999963422,515,PRK,"Port Kent, New York",Port Kent,NY,36
-80.644855999848431,37.72427700022098,516,ALD,"Alderson, West Virginia",Alderson,WV,54
-81.078753999702727,37.956986000271655,517,THN,"Thurmond, West Virginia",Thurmond,WV,54
-102.39874600009199,30.13995100017528,518,SND,"Sanderson, Texas",Sanderson,TX,48
,,519,ACD,"Arcadia, Missouri",Arcadia,MO,29
-87.492746999598324,31.024229000223691,520,ATR,"Artmore, Alabama",Artmore,AL,01
-89.333337999789833,30.314199999702797,521,BAS,"Bay St. Louis, Mississippi",Bay St. Louis,MS,28
-88.885375000276966,30.408387000372887,522,BIX,"Biloxi, Mississippi",Biloxi,MS,28
-85.539884999863645,30.794250000209679,523,CIP,"Chipley, Florida",Chipley,FL,12
-86.558549999963063,30.764235000295599,524,CSV,"Crestview, Florida",Crestview,FL,12
-104.688499999895612,40.423999999862275,525,GRE,"Greeley, Colorado",Greeley,CO,08
-83.413218000104905,30.459877999641311,526,MDO,"Madison, Florida",Madison,FL,12
-88.047508000209476,30.7081079996338,527,MOE,"Mobile, Alabama",Mobile,AL,01
-87.20503800028682,30.417749000384422,528,PNS,"Pensacola, Florida",Pensacola,FL,12
-84.289348000385985,30.432611000232292,529,TLH,"Tallahassee, Florida",Tallahassee,FL,12
